*046;37201.090;20806.848;
*065;37636.654;21195.880;
*072;37548.069;21031.877;
*191;37402.334;22793.104;
*305;37759.175;22536.433;
*338;37068.622;20629.563;
*360;35869.053;20776.054;
*45;37618.920;22543.612;
*466;35221.034;20907.779;
*594;36354.550;20554.184;
*8827;37444.073;22589.786;
*883;35580.555;20881.486;
*9087;30702.256;30052.485;
^mezyb;30701.300;30183.900;87.500
^nadspp;34092.380;31503.210;386.200
^pov;43620.710;17572.220;105.805
^sovh;37834.570;18434.050;122.852
^ter;38570.040;22741.590;115.211
^tm;34826.520;20397.210;2.978
^ton.m;33400.450;22904.620;30.926
0040;33355.144;24839.011;46.810
0046;38979.731;21442.857;71.120
0053;40921.590;20572.642;102.920
0054;35086.169;19320.233;9.410
0089;35806.275;24752.740;26.050
0091;34263.321;24917.790;6.110
0113;37085.530;17874.336;71.140
0117;33854.407;25493.798;22.830
0122;35580.472;25053.868;28.490
0127;34006.610;25837.596;23.050
0147;34549.845;24722.354;2.680
0148;41120.044;20488.169;107.720
0159;33635.520;28281.373;108.400
0176;36244.808;19515.257;37.170
0197;33939.258;28347.034;109.622
0205;36067.173;17990.617;20.940
0249;38562.596;19259.579;84.940
0253;34177.521;25974.772;22.522
0262;38006.501;19649.137;42.900
0263;32969.107;25409.682;96.955
0276;34019.592;25248.599;14.110
0286;33733.655;25006.498;21.570
0347;38314.841;23303.315;84.270
0356;38366.473;20657.933;33.570
0371;34094.133;26638.969;39.420
0372;41804.620;19798.635;103.215
0378;36626.519;17374.248;30.817
0394;35690.491;25219.341;41.670
0397;36513.887;23766.572;5.500
0449;33243.795;24957.783;57.040
0473;35913.081;25530.248;68.690
0514;33333.460;24380.971;42.940
0555;40442.757;20930.235;113.820
0562;36149.961;24545.933;30.510
0565;36310.901;24420.752;28.094
0572;39197.627;21814.989;89.633
0578;38606.540;19128.705;87.510
0585;37997.946;18568.805;113.470
0588;35145.073;26123.343;43.240
0600;35012.098;25486.483;27.858
0640;36436.513;23866.508;5.270
0650;37628.061;23024.152;27.990
0691;37448.452;24299.593;73.040
0695;38131.376;20884.501;19.590
0710;41327.542;20345.498;107.650
0718;42181.168;19176.567;93.980
0720;38765.786;21029.781;60.127
0752;42751.333;18729.211;90.650
0788;36834.924;23946.278;27.210
0807;36013.499;19406.706;30.060
0814;34096.792;24498.336;3.480
0836;41311.382;21117.481;137.820
0837;36950.804;18948.019;80.650
0878;36088.373;17824.585;18.770
0890;34114.141;27057.684;53.720
0893;38166.584;18698.642;105.810
0910;38441.296;19381.122;71.300
0911;34916.608;24955.328;5.910
0914;40317.072;21058.192;115.050
0915;41091.819;20864.586;118.260
0928;36088.508;24111.037;8.460
0961;36602.875;24880.418;56.800
0968;35261.739;18866.044;8.990
0971;36883.214;17708.816;55.260
1069;33212.560;26861.650;98.890
1075;43115.697;18920.159;102.900
1086;33778.695;25578.840;27.309
1119;36213.678;24041.747;8.760
112;34201.083;25394.049;12.800
1183;40658.672;20751.287;99.870
1203;43194.297;19288.586;121.130
1283;32749.796;29469.487;34.510
1334;34272.015;24647.856;2.460
1408;37275.529;22984.161;10.410
141;39616.063;21474.698;110.710
1478;34327.230;24816.864;4.640
1506;36618.527;23650.589;7.450
1536;38996.529;22369.805;110.200
1565;39265.776;20132.042;127.277
1581;33238.103;26072.342;73.190
161;40003.724;20557.059;145.090
1661;37271.331;23404.595;18.880
173;34859.721;20948.976;3.640
1816;36173.891;17697.270;16.220
1956;33655.946;28460.385;108.980
1961;33895.166;25703.071;24.520
1996;37405.966;23230.071;22.230
2049;39273.205;20842.820;95.302
2065;34272.148;25760.399;18.040
214;35962.529;24222.432;8.800
2224;37903.920;21826.160;20.440
2236;36768.509;19636.748;42.270
2243;36313.217;26071.734;131.037
226;36883.062;19041.157;75.170
2263;35508.852;24944.649;21.870
2285;42518.431;18941.011;95.741
23.12;38770.263;19332.823;88.197
2304;37776.416;22918.050;25.890
2312;38770.263;19332.823;88.197
2431;33960.510;26362.246;31.570
255;35135.478;19057.434;10.210
2566;37088.640;23657.136;23.890
2579;35570.528;24480.895;9.670
2611;41385.708;19348.302;146.990
2613;35339.568;27087.811;119.280
2660;38017.593;22703.091;35.838
2668;36511.470;19461.289;44.511
274;39159.969;21543.264;86.840
2754;32987.322;25312.244;93.232
2849;33281.920;24171.465;42.160
2883;35463.224;18562.178;16.410
2928;37233.633;18675.548;92.400
2970;38199.716;22504.952;43.800
2992;36499.142;24318.486;23.860
3021;34669.259;30907.194;326.200
3023;36899.600;18801.000;79.140
3028;38144.367;21730.346;30.260
3084;36362.700;19883.400;31.700
3105;34003.893;24168.967;5.060
3125;35651.295;18069.320;7.670
3145;37117.851;18794.666;91.080
3160;35296.605;24623.490;5.260
3228;37570.218;18240.869;108.230
3259;37210.814;24634.259;77.920
3358;33079.678;28633.569;87.230
3420;35766.850;24400.597;9.070
3422;33459.225;30047.606;42.980
3441;37170.896;23525.383;18.330
3470;36022.454;20465.597;20.870
3493;35730.019;19275.420;21.640
3498;34078.617;23665.251;5.890
3543;33445.643;24768.515;40.738
3557;33758.200;22644.500;7.710
3559;35435.448;24534.478;7.310
3584;35580.451;18750.034;21.980
3588;33497.634;23547.467;20.074
3650;36581.855;19349.352;50.530
3657;33782.642;23697.256;12.160
3677;37047.303;23223.609;7.544
369;35388.950;18658.262;16.540
3714;36444.791;17501.125;26.490
3734;35872.488;19044.368;30.510
3739;37166.472;20052.554;17.350
3751;33920.502;28774.482;110.720
3755;37173.553;23029.135;7.700
3759;40732.334;20643.892;99.600
3797;43814.476;19045.292;131.170
3806;33768.401;27197.623;56.230
3820;39406.104;22006.808;129.800
3838;34618.309;27952.225;126.050
3852;42910.502;18401.144;95.040
3853;33483.795;28584.205;95.420
3857;35528.623;18431.836;16.157
3860;33137.321;24124.154;49.920
3875;31259.135;29725.121;31.100
3934;34209.371;26914.277;49.720
3945;36715.211;23583.190;9.490
3964;34779.018;25854.534;27.474
3987;30644.768;30107.686;87.000
3990;37556.631;20430.629;12.160
4011;33890.855;26000.569;27.910
4013;37886.994;22132.342;22.570
4025;36553.365;18075.269;40.160
4085;41403.552;21044.676;142.960
4091;33807.081;28066.290;93.320
4112;35001.675;19756.878;3.300
4118;38011.804;19802.429;35.760
4133;32121.637;29619.108;37.100
4140;38115.465;23659.720;76.287
415;38088.900;20395.100;23.550
4156;33255.674;23098.655;24.120
4160;38452.085;21636.120;42.430
4164;38704.157;21558.180;51.980
4252;35024.890;24813.971;3.940
4304;33848.914;27817.577;81.010
4331;35235.421;18959.450;9.530
4390;37907.944;22395.672;27.830
4403;33990.961;27317.810;62.787
4492;33756.680;25893.319;32.470
4493;41540.697;21237.502;163.720
4533;36457.869;18021.575;34.890
4537;33118.301;26286.506;91.705
4578;36739.387;19167.891;63.880
4580;33171.394;26604.494;95.060
466;35789.374;25365.439;53.800
4696;33887.512;26518.756;35.109
4773;40131.551;21164.941;106.240
4774;35782.946;19146.057;24.860
480;34427.700;24683.200;2.330
4914;33196.510;23926.394;37.240
4961;35433.735;24808.638;14.690
4983;37817.940;21511.092;16.590
5070;36689.191;18193.248;51.070
5085;36569.268;25573.579;115.250
5148;34759.229;24856.126;3.070
518;39269.266;20045.611;133.460
5296;37930.058;22510.164;29.470
5313;33468.441;29323.215;58.980
5336;34593.639;25721.335;20.952
5429;33937.299;23444.424;16.653
5454;39189.762;20737.110;89.430
56;40336.383;20950.171;117.990
5653;33160.476;25030.212;66.130
5668;39729.254;20358.898;138.100
5673;33676.284;23646.457;14.310
5714;35531.954;18616.933;19.100
573;34661.982;20743.511;2.700
5829;38089.796;20394.358;23.550
5845;37111.975;23134.530;7.930
59(65);37605.200;23560.700;46.520
5936;33586.804;25746.791;39.670
609;34752.032;20555.917;3.580
630;33993.507;23895.060;3.260
6403;34693.305;25955.932;28.990
6467;36913.231;23438.407;10.110
6479;36670.252;24104.608;25.790
648;39999.954;21197.357;100.140
6610;34004.748;28484.256;115.611
6816;38399.206;22359.094;53.360
6962;37846.839;20133.302;22.668
6974;34278.134;26742.767;46.615
7104;37398.290;18102.207;96.527
7198;41211.585;21246.114;136.970
721;35277.389;25096.441;17.170
7432;34031.368;23781.637;4.300
7455;37392.618;18511.254;91.540
7496;36801.841;25187.213;108.337
7515;36987.890;18437.582;73.950
7557;35637.096;24862.363;24.480
7561;34058.237;23409.050;9.230
7595;35807.436;26655.465;126.613
7640;37045.949;19921.075;26.080
7789;41583.900;20095.594;97.750
7846;37517.453;18347.590;102.170
7858;35444.338;26366.839;69.220
7923;41398.072;21397.785;151.750
8040;33774.261;26677.458;39.580
8166;36023.863;26348.813;123.410
817;36351.173;17573.526;21.680
8194;37886.341;22754.622;29.950
8221;34472.485;26415.184;36.650
8227;32884.300;24337.600;75.210
8308;33064.878;25971.301;86.900
832;38978.624;21641.569;72.770
8381;33110.217;25110.339;72.930
8393;36656.233;17543.553;38.950
845;38787.987;21644.128;57.320
8467;33826.700;26865.900;44.085
847;34431.505;24684.661;2.260
8540;34376.262;25497.059;13.121
856;35211.700;18939.000;9.080
9001;33023.108;25725.395;91.590
93;33269.700;26129.400;70.680
969;35152.264;26116.396;44.351
9823;39120.983;21002.062;88.759
9890;33336.804;29436.062;47.500
9911;36088.139;25780.740;92.710
9982;34092.824;26203.554;27.503
gol.b;37069.100;16478.300;133.595
sp0090;38791.028;21072.851;61.441
sp046;37201.640;20814.914;2.217
sp0532;36057.790;24112.794;7.491
sp065;37644.717;21189.980;8.076
sp072;37542.989;21059.211;5.938
sp074;36506.200;18982.900;53.898
sp091;33123.100;23297.100;19.695
sp106;33454.500;24127.100;31.389
sp130;33866.939;25499.858;23.142
sp133;33308.000;24223.300;41.465
sp142;33345.508;24372.508;41.571
sp145;33739.488;25006.170;21.076
sp147;35648.300;24681.800;18.513
sp169;32786.100;23688.400;31.109
sp184;36402.319;20553.977;3.005
sp197;36514.700;18994.700;54.019
sp218;34929.763;24965.061;6.448
sp219;33449.100;24129.300;31.479
sp226;34681.600;25954.200;27.140
sp237;35467.480;24536.732;9.439
sp2691;37081.650;17879.015;71.217
sp2775;38793.356;21076.606;61.542
sp286;34118.834;24496.939;3.094
sp294;35686.754;25235.314;42.322
sp2940;33149.416;25019.202;68.270
sp2942;33146.656;25021.912;68.270
sp304;36611.161;24872.115;56.807
sp304a;36613.597;24875.879;56.668
sp305;37750.322;22535.785;21.919
sp335;32895.800;23557.700;27.874
sp338;37069.942;20620.344;3.184
sp350;34559.955;24713.807;2.780
sp365;35652.000;24687.700;18.536
sp395;36050.573;24119.109;7.565
sp399;37405.685;22811.344;11.055
sp4334;33151.585;25017.062;68.268
sp4400;37511.416;18343.174;101.693
sp4435;35607.208;20912.178;1.644
sp451;33863.247;25504.372;23.153
sp464;34213.500;24590.900;2.658
sp465;34110.269;24505.503;3.450
sp4675;35573.771;25047.376;28.648
sp4754;37083.243;17880.229;71.216
sp495;37611.651;23033.580;27.901
sp497;35999.898;19443.068;29.916
sp500;34550.770;24711.002;2.842
sp552;34257.245;24913.748;6.446
sp576;36244.509;19520.498;36.824
sp5781;37080.086;17877.792;71.195
sp5785;33360.357;24831.077;46.312
sp587;33997.800;24150.400;5.965
sp590;35792.257;24738.733;25.321
sp594;36403.079;20550.725;3.154
sp606;37074.047;20623.709;3.131
sp646;35692.663;25231.153;42.400
sp657;33347.447;24379.817;41.623
sp684;34255.609;24915.886;6.596
sp7098;42857.600;18356.400;90.991
sp713;41119.900;20488.300;107.529
sp7244;33358.861;24829.697;46.336
sp7376;33361.897;24832.481;46.294
sp756;32902.200;23550.600;27.796
sp757;41590.938;20106.653;97.939
sp762;32790.300;23692.300;31.257
sp780;33996.100;24152.700;6.023
sp8062;37645.862;21193.132;8.081
sp811;35993.629;19439.874;29.978
sp8336;37509.005;18346.676;101.698
sp853;35797.586;24734.241;25.335
sp8591;41596.743;20100.589;97.851
sp862;35610.759;20910.709;1.706
sp8827;37447.768;22598.824;9.550
sp889;33385.200;24472.000;40.493
sp8968;42857.900;18346.500;90.938
sp8994;34684.700;25950.100;27.190
sp910;33737.340;25004.159;21.104
sp915;37751.654;22528.485;21.977
sp9175;35568.253;25050.986;28.610
sp922;34924.050;24974.391;6.504
sp934;37192.781;20801.143;2.257
sp949;37539.825;21052.109;5.966
sp957;34012.865;25249.696;14.555
sp957a;34011.127;25248.214;24.572
sp969a;35149.639;26114.372;44.385
sp97;37607.589;23037.129;27.903
sp992;35915.827;25521.537;69.231
sp992a;35918.504;25525.451;69.146
sp995;36239.720;19519.438;36.726
Ãåáèóñ;4917758.550;7470502.090;
